,base,clouds,cod,coord,dt,id,main,message,name,rain,snow,sys,visibility,weather,wind
151,stations,{'all': 75},200,"{'lon': -67.53, 'lat': -14.44}",1547395200.0,3906209.0,"{'temp': 301.63, 'pressure': 1012, 'humidity': 79, 'temp_min': 301.15, 'temp_max': 302.15}",,Rurrenabaque,,,"{'type': 1, 'id': 8630, 'message': 0.0034000000000000002, 'country': 'BO', 'sunrise': 1547374325, 'sunset': 1547420751}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 1.16, 'deg': 14.0027}"
152,stations,{'all': 64},200,"{'lon': -46.11, 'lat': -15.92}",1547397788.0,3471522.0,"{'temp': 304.551, 'pressure': 948.56, 'humidity': 52, 'temp_min': 304.551, 'temp_max': 304.551, 'sea_level': 1023.82, 'grnd_level': 948.56}",,Arinos,,,"{'message': 0.0033, 'country': 'BR', 'sunrise': 1547369030, 'sunset': 1547415761}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.16, 'deg': 71.5027}"
153,stations,{'all': 24},200,"{'lon': -57.32, 'lat': -23.27}",1547397789.0,3438834.0,"{'temp': 306.526, 'pressure': 1016.56, 'humidity': 73, 'temp_min': 306.526, 'temp_max': 306.526, 'sea_level': 1023.58, 'grnd_level': 1016.56}",,Loreto,,,"{'message': 0.0032, 'country': 'PY', 'sunrise': 1547370921, 'sunset': 1547419248}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 4.01, 'deg': 356.503}"
154,stations,{'all': 0},200,"{'lon': 59.53, 'lat': 22.57}",1547397789.0,286245.0,"{'temp': 294.126, 'pressure': 1001.49, 'humidity': 100, 'temp_min': 294.126, 'temp_max': 294.126, 'sea_level': 1032.37, 'grnd_level': 1001.49}",,Sur,,,"{'message': 0.0031000000000000003, 'country': 'OM', 'sunrise': 1547347451, 'sunset': 1547386636}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.26, 'deg': 131.503}"
155,stations,{'all': 75},200,"{'lon': 15.63, 'lat': 78.22}",1547394600.0,2729907.0,"{'temp': 264.15, 'pressure': 993, 'humidity': 78, 'temp_min': 264.15, 'temp_max': 264.15}",,Longyearbyen,,,"{'type': 1, 'id': 1663, 'message': 0.0039000000000000003, 'country': 'NO', 'sunrise': 0, 'sunset': 0}",10000.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]","{'speed': 7.7, 'deg': 80}"
156,stations,{'all': 92},200,"{'lon': 53.69, 'lat': 61.69}",1547397790.0,478050.0,"{'temp': 264.001, 'pressure': 984.14, 'humidity': 77, 'temp_min': 264.001, 'temp_max': 264.001, 'sea_level': 1004.93, 'grnd_level': 984.14}",,Ust-Kulom,,,"{'message': 0.0033, 'country': 'RU', 'sunrise': 1547357399, 'sunset': 1547379515}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.46, 'deg': 210.503}"
157,stations,{'all': 90},200,"{'lon': -0.6000000000000001, 'lat': 45.6}",1547395200.0,3026644.0,"{'temp': 283.15, 'pressure': 1024, 'humidity': 100, 'temp_min': 283.15, 'temp_max': 283.15}",,Souillac,,,"{'type': 1, 'id': 6452, 'message': 0.0032, 'country': 'FR', 'sunrise': 1547365195, 'sunset': 1547397774}",7000.0,"[{'id': 310, 'main': 'Drizzle', 'description': 'light intensity drizzle rain', 'icon': '09d'}]","{'speed': 6.2, 'deg': 280}"
158,stations,{'all': 88},200,"{'lon': 50.26, 'lat': 44.51}",1547397790.0,609906.0,"{'temp': 274.901, 'pressure': 1015.91, 'humidity': 100, 'temp_min': 274.901, 'temp_max': 274.901, 'sea_level': 1019.6, 'grnd_level': 1015.91}",,Fort-Shevchenko,,,"{'message': 0.0035, 'country': 'KZ', 'sunrise': 1547352778, 'sunset': 1547385771}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 2.96, 'deg': 4.00266}"
159,stations,{'all': 80},200,"{'lon': 88.39, 'lat': 69.49}",1547397790.0,1490256.0,"{'temp': 250.001, 'pressure': 1008.06, 'humidity': 68, 'temp_min': 250.001, 'temp_max': 250.001, 'sea_level': 1031.19, 'grnd_level': 1008.06}",,Talnakh,,,"{'message': 0.0179, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 11.51, 'deg': 168.003}"
160,stations,{'all': 75},200,"{'lon': -90.35, 'lat': -0.74}",1547395200.0,3652764.0,"{'temp': 299.15, 'pressure': 1014, 'humidity': 78, 'temp_min': 299.15, 'temp_max': 299.15}",,Puerto Ayora,,,"{'type': 1, 'id': 8521, 'message': 0.0037, 'country': 'EC', 'sunrise': 1547381130, 'sunset': 1547424909}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.7, 'deg': 130}"
161,stations,{'all': 75},200,"{'lon': 43.97, 'lat': 26.33}",1547395200.0,107304.0,"{'temp': 294.15, 'pressure': 1012, 'humidity': 56, 'temp_min': 294.15, 'temp_max': 294.15}",,Buraydah,,,"{'type': 1, 'id': 7411, 'message': 0.0109, 'country': 'SA', 'sunrise': 1547351612, 'sunset': 1547389948}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 3.1, 'deg': 140}"
162,stations,{'all': 0},200,"{'lon': -3.02, 'lat': 39.16}",1547397752.0,2510392.0,"{'temp': 275.926, 'pressure': 947.02, 'humidity': 87, 'temp_min': 275.926, 'temp_max': 275.926, 'sea_level': 1040.68, 'grnd_level': 947.02}",,Tomelloso,,,"{'message': 0.0039000000000000003, 'country': 'ES', 'sunrise': 1547364624, 'sunset': 1547399503}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.61, 'deg': 322.003}"
163,stations,{'all': 24},200,"{'lon': 179.32, 'lat': 63.05}",1547397791.0,2126710.0,"{'temp': 250.126, 'pressure': 1015.02, 'humidity': 85, 'temp_min': 250.126, 'temp_max': 250.126, 'sea_level': 1023.7, 'grnd_level': 1015.02}",,Beringovskiy,,,"{'message': 0.0033, 'country': 'RU', 'sunrise': 1547328110, 'sunset': 1547348487}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 12.91, 'deg': 4.50266}"
164,stations,{'all': 0},200,"{'lon': 49.18, 'lat': 11.28}",1547397791.0,64013.0,"{'temp': 297.551, 'pressure': 1020.21, 'humidity': 100, 'temp_min': 297.551, 'temp_max': 297.551, 'sea_level': 1028.52, 'grnd_level': 1020.21}",,Bosaso,,,"{'message': 0.004, 'country': 'SO', 'sunrise': 1547348776, 'sunset': 1547390276}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 6.26, 'deg': 70.0027}"
165,stations,{'all': 75},200,"{'lon': -68.52, 'lat': 63.75}",1547395200.0,5983720.0,"{'temp': 245.15, 'pressure': 1019, 'humidity': 68, 'temp_min': 245.15, 'temp_max': 245.15}",,Iqaluit,,,"{'type': 1, 'id': 797, 'message': 0.0034000000000000002, 'country': 'CA', 'sunrise': 1547387985, 'sunset': 1547407608}",48279.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 4.96, 'deg': 128.503}"
166,stations,{'all': 76},200,"{'lon': 72.51, 'lat': 65.53}",1547397792.0,1498087.0,"{'temp': 260.601, 'pressure': 1010.24, 'humidity': 76, 'temp_min': 260.601, 'temp_max': 260.601, 'sea_level': 1013.44, 'grnd_level': 1010.24}",,Nadym,,,"{'message': 0.0034000000000000002, 'country': 'RU', 'sunrise': 1547355631, 'sunset': 1547372251}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.61, 'deg': 172.503}"
167,stations,{'all': 88},200,"{'lon': 36.41, 'lat': 58.46}",1547397792.0,498856.0,"{'temp': 268.601, 'pressure': 982.36, 'humidity': 87, 'temp_min': 268.601, 'temp_max': 268.601, 'sea_level': 1002.62, 'grnd_level': 982.36}",,Sandovo,,,"{'message': 0.0036000000000000003, 'country': 'RU', 'sunrise': 1547359983, 'sunset': 1547385225}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 4.01, 'deg': 210.503}"
168,stations,{'all': 0},200,"{'lon': -42.02, 'lat': -22.97}",1547395200.0,3471451.0,"{'temp': 302.15, 'pressure': 1016, 'humidity': 62, 'temp_min': 302.15, 'temp_max': 302.15}",,Arraial do Cabo,,,"{'type': 1, 'id': 8326, 'message': 0.0034000000000000002, 'country': 'BR', 'sunrise': 1547367282, 'sunset': 1547415541}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 8.2, 'deg': 120}"
169,stations,{'all': 40},200,"{'lon': -135.01, 'lat': 68.22}",1547395200.0,5882953.0,"{'temp': 241.73, 'pressure': 1030, 'humidity': 67, 'temp_min': 241.15, 'temp_max': 242.15}",,Aklavik,,,"{'type': 1, 'id': 821, 'message': 0.0032, 'country': 'CA', 'sunrise': 1547408703, 'sunset': 1547418819}",24140.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 5.7, 'deg': 140}"
170,stations,{'all': 1},200,"{'lon': -120.46, 'lat': 34.64}",1547396100.0,5367788.0,"{'temp': 279.66, 'pressure': 1017, 'humidity': 89, 'temp_min': 277.15, 'temp_max': 281.45}",,Lompoc,,,"{'type': 1, 'id': 4747, 'message': 0.026000000000000002, 'country': 'US', 'sunrise': 1547392130, 'sunset': 1547428380}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.6, 'deg': 100}"
171,stations,{'all': 24},200,"{'lon': 147.9, 'lat': 70.62}",1547397793.0,2126123.0,"{'temp': 242.376, 'pressure': 1039.34, 'humidity': 35, 'temp_min': 242.376, 'temp_max': 242.376, 'sea_level': 1041.73, 'grnd_level': 1039.34}",,Chokurdakh,,,"{'message': 0.0172, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 1.16, 'deg': 197.503}"
172,,,404,,,,,city not found,,,,,,,
173,stations,{'all': 0},200,"{'lon': 10.3, 'lat': 61.31}",1547397793.0,3134016.0,"{'temp': 267.376, 'pressure': 907.38, 'humidity': 59, 'temp_min': 267.376, 'temp_max': 267.376, 'sea_level': 995.08, 'grnd_level': 907.38}",,Tretten,,,"{'message': 0.041, 'country': 'NO', 'sunrise': 1547367592, 'sunset': 1547390154}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.01, 'deg': 321.003}"
174,stations,{'all': 0},200,"{'lon': 40.17, 'lat': 8.99}",1547397793.0,343134.0,"{'temp': 288.776, 'pressure': 901.62, 'humidity': 40, 'temp_min': 288.776, 'temp_max': 288.776, 'sea_level': 1025.36, 'grnd_level': 901.62}",,Awash,,,"{'message': 0.0025, 'country': 'ET', 'sunrise': 1547350718, 'sunset': 1547392660}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.06, 'deg': 37.5027}"
175,stations,{'all': 90},200,"{'lon': -151.26, 'lat': 60.55}",1547394960.0,5866063.0,"{'temp': 268.42, 'pressure': 1003, 'humidity': 80, 'temp_min': 267.05, 'temp_max': 269.85}",,Kenai,,,"{'type': 1, 'id': 7680, 'message': 0.0034000000000000002, 'country': 'US', 'sunrise': 1547405932, 'sunset': 1547429383}",16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 8.2, 'deg': 30}"
176,stations,{'all': 48},200,"{'lon': 117.43, 'lat': 49.6}",1547397793.0,2035836.0,"{'temp': 253.551, 'pressure': 944.99, 'humidity': 58, 'temp_min': 253.551, 'temp_max': 253.551, 'sea_level': 1042.42, 'grnd_level': 944.99}",,Manzhouli,,,"{'message': 0.0068000000000000005, 'country': 'CN', 'sunrise': 1547337761, 'sunset': 1547368541}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 6.86, 'deg': 318.003}"
177,stations,{'all': 0},200,"{'lon': 145.34, 'lat': -37.81}",1547395200.0,2157161.0,"{'temp': 291.15, 'pressure': 1012, 'humidity': 88, 'temp_min': 291.15, 'temp_max': 291.15}",,Montrose,,,"{'type': 1, 'id': 9548, 'message': 0.004, 'country': 'AU', 'sunrise': 1547320280, 'sunset': 1547372575}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.6, 'deg': 290}"
178,stations,{'all': 92},200,"{'lon': 45.06, 'lat': -25.17}",1547397794.0,1067565.0,"{'temp': 296.051, 'pressure': 1009.84, 'humidity': 95, 'temp_min': 296.051, 'temp_max': 296.051, 'sea_level': 1026.37, 'grnd_level': 1009.84}",,Beloha,{'3h': 0.8375},,"{'message': 0.004200000000000001, 'country': 'MG', 'sunrise': 1547346115, 'sunset': 1547394898}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 1.51, 'deg': 9.50266}"
179,stations,{'all': 75},200,"{'lon': -99.26, 'lat': 16.99}",1547394660.0,3532499.0,"{'temp': 300.15, 'pressure': 1016, 'humidity': 74, 'temp_min': 300.15, 'temp_max': 300.15}",,Tecoanapa,,,"{'type': 1, 'id': 7103, 'message': 0.004200000000000001, 'country': 'MX', 'sunrise': 1547384974, 'sunset': 1547425351}",9656.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 1.5, 'deg': 360}"
180,stations,{'all': 56},200,"{'lon': 31.74, 'lat': 26.56}",1547397794.0,361661.0,"{'temp': 284.151, 'pressure': 1004.25, 'humidity': 45, 'temp_min': 284.151, 'temp_max': 284.151, 'sea_level': 1030.38, 'grnd_level': 1004.25}",,Akhmim,,,"{'message': 0.004, 'country': 'EG', 'sunrise': 1547354574, 'sunset': 1547392858}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.26, 'deg': 289.503}"
181,stations,{'all': 44},200,"{'lon': -66.82, 'lat': -20.46}",1547397795.0,3901903.0,"{'temp': 289.176, 'pressure': 647.18, 'humidity': 53, 'temp_min': 289.176, 'temp_max': 289.176, 'sea_level': 1016, 'grnd_level': 647.18}",,Uyuni,{'3h': 1.2775},,"{'message': 0.0056, 'country': 'BO', 'sunrise': 1547373518, 'sunset': 1547421213}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 3.06, 'deg': 337.003}"
182,stations,{'all': 0},200,"{'lon': -9.73, 'lat': 29.7}",1547397795.0,2527089.0,"{'temp': 289.201, 'pressure': 1018.43, 'humidity': 63, 'temp_min': 289.201, 'temp_max': 289.201, 'sea_level': 1037.15, 'grnd_level': 1018.43}",,Tiznit,,,"{'message': 0.0032, 'country': 'MA', 'sunrise': 1547364906, 'sunset': 1547402438}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 1.76, 'deg': 346.003}"
183,stations,{'all': 56},200,"{'lon': 70.38, 'lat': 29.56}",1547397795.0,1180752.0,"{'temp': 284.526, 'pressure': 1008.22, 'humidity': 86, 'temp_min': 284.526, 'temp_max': 284.526, 'sea_level': 1038.81, 'grnd_level': 1008.22}",,Dajal,,,"{'message': 0.0145, 'country': 'PK', 'sunrise': 1547345663, 'sunset': 1547383218}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 3.66, 'deg': 15.5027}"
184,stations,{'all': 32},200,"{'lon': 111.36, 'lat': 35.63}",1547397795.0,1784874.0,"{'temp': 265.301, 'pressure': 939.56, 'humidity': 76, 'temp_min': 265.301, 'temp_max': 265.301, 'sea_level': 1042.02, 'grnd_level': 939.56}",,Houma,,,"{'message': 0.0032, 'country': 'CN', 'sunrise': 1547336642, 'sunset': 1547372567}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 1.01, 'deg': 105.003}"
185,stations,{'all': 76},200,"{'lon': 56.19, 'lat': 62.71}",1547397795.0,481548.0,"{'temp': 263.776, 'pressure': 986.25, 'humidity': 79, 'temp_min': 263.776, 'temp_max': 263.776, 'sea_level': 1004.69, 'grnd_level': 986.25}",,Troitsko-Pechorsk,,,"{'message': 0.0032, 'country': 'RU', 'sunrise': 1547357404, 'sunset': 1547378311}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 3.41, 'deg': 200.503}"
186,stations,{'all': 20},200,"{'lon': 31.31, 'lat': -2.64}",1547397795.0,161154.0,"{'temp': 294.776, 'pressure': 876.09, 'humidity': 65, 'temp_min': 294.776, 'temp_max': 294.776, 'sea_level': 1021.1, 'grnd_level': 876.09}",,Biharamulo,{'3h': 0.37},,"{'message': 0.008700000000000001, 'country': 'TZ', 'sunrise': 1547351745, 'sunset': 1547395882}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.21, 'deg': 65.0027}"
187,stations,{'all': 40},200,"{'lon': 5.7, 'lat': 58.57}",1547396400.0,3131824.0,"{'temp': 276.15, 'pressure': 989, 'humidity': 59, 'temp_min': 276.15, 'temp_max': 276.15}",,Vigrestad,,,"{'type': 1, 'id': 1680, 'message': 0.0041, 'country': 'NO', 'sunrise': 1547367393, 'sunset': 1547392559}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 14.9, 'deg': 340, 'gust': 20.6}"
188,stations,{'all': 68},200,"{'lon': 150.8, 'lat': -2.5700000000000003}",1547397796.0,2094342.0,"{'temp': 301.776, 'pressure': 1016.56, 'humidity': 100, 'temp_min': 301.776, 'temp_max': 301.776, 'sea_level': 1017.7, 'grnd_level': 1016.56}",,Kavieng,{'3h': 2.3675},,"{'message': 0.0038, 'country': 'PG', 'sunrise': 1547323065, 'sunset': 1547367191}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 5.71, 'deg': 250.503}"
189,stations,{'all': 0},200,"{'lon': 48.48, 'lat': 8.41}",1547397796.0,58933.0,"{'temp': 295.876, 'pressure': 972.23, 'humidity': 44, 'temp_min': 295.876, 'temp_max': 295.876, 'sea_level': 1027.55, 'grnd_level': 972.23}",,Garowe,,,"{'message': 0.005, 'country': 'SO', 'sunrise': 1547348667, 'sunset': 1547390720}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.61, 'deg': 94.5027}"
190,stations,{'all': 75},200,"{'lon': 127.67, 'lat': 26.12}",1547395200.0,1861280.0,"{'temp': 289.41, 'pressure': 1020, 'humidity': 55, 'temp_min': 287.95, 'temp_max': 291.15}",,Itoman,,,"{'type': 1, 'id': 8137, 'message': 0.0043, 'country': 'JP', 'sunrise': 1547331500, 'sunset': 1547369874}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.6, 'deg': 60}"
191,stations,{'all': 88},200,"{'lon': 147.27, 'lat': -2.02}",1547397796.0,2092164.0,"{'temp': 302.026, 'pressure': 1015.43, 'humidity': 97, 'temp_min': 302.026, 'temp_max': 302.026, 'sea_level': 1017.54, 'grnd_level': 1015.43}",,Lorengau,,,"{'message': 0.004200000000000001, 'country': 'PG', 'sunrise': 1547323965, 'sunset': 1547367987}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 7.66, 'deg': 291.003}"
192,stations,{'all': 75},200,"{'lon': -84.28, 'lat': 30.44}",1547396100.0,4174715.0,"{'temp': 291.37, 'pressure': 1022, 'humidity': 77, 'temp_min': 291.15, 'temp_max': 292.05}",,Tallahassee,,,"{'type': 1, 'id': 2828, 'message': 0.0036000000000000003, 'country': 'US', 'sunrise': 1547382890, 'sunset': 1547420248}",16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",{'speed': 1.5}
193,stations,{'all': 75},200,"{'lon': 57.06, 'lat': 30.29}",1547395200.0,128234.0,"{'temp': 285.15, 'pressure': 1021, 'humidity': 5, 'temp_min': 285.15, 'temp_max': 285.15}",,Kerman,,,"{'type': 1, 'id': 7478, 'message': 0.0044, 'country': 'IR', 'sunrise': 1547348952, 'sunset': 1547386325}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 3.1, 'deg': 250}"
194,stations,{'all': 88},200,"{'lon': 145.81, 'lat': -5.21}",1547397797.0,2091996.0,"{'temp': 296.101, 'pressure': 990.3, 'humidity': 100, 'temp_min': 296.101, 'temp_max': 296.101, 'sea_level': 1018.55, 'grnd_level': 990.3}",,Madang,{'3h': 7.0775},,"{'message': 0.0102, 'country': 'PG', 'sunrise': 1547324012, 'sunset': 1547368639}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 2.31, 'deg': 218.003}"
195,stations,{'all': 90},200,"{'lon': -15.21, 'lat': 64.25}",1547395200.0,2630299.0,"{'temp': 271.15, 'pressure': 1013, 'humidity': 63, 'temp_min': 271.15, 'temp_max': 271.15}",,Hofn,,,"{'type': 1, 'id': 76, 'message': 0.0039000000000000003, 'country': 'IS', 'sunrise': 1547375576, 'sunset': 1547394422}",10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 5.7, 'deg': 340}"
196,stations,{'all': 40},200,"{'lon': -65.37, 'lat': -24.93}",1547395200.0,3838233.0,"{'temp': 298.72, 'pressure': 1015, 'humidity': 61, 'temp_min': 298.15, 'temp_max': 299.15}",,Humaita,,,"{'type': 1, 'id': 8267, 'message': 0.0216, 'country': 'AR', 'sunrise': 1547372660, 'sunset': 1547421372}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 1.5, 'deg': 360}"
197,stations,{'all': 92},200,"{'lon': -60.23, 'lat': -38.31}",1547397798.0,3833859.0,"{'temp': 294.626, 'pressure': 1017.94, 'humidity': 100, 'temp_min': 294.626, 'temp_max': 294.626, 'sea_level': 1029.65, 'grnd_level': 1017.94}",,Barrow,{'3h': 1.0125},,"{'message': 0.0029000000000000002, 'country': 'AR', 'sunrise': 1547369570, 'sunset': 1547421983}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 4.8100000000000005, 'deg': 94.0027}"
198,stations,{'all': 8},200,"{'lon': 135.6, 'lat': 34.88}",1547395200.0,1850910.0,"{'temp': 280.15, 'pressure': 1022, 'humidity': 75, 'temp_min': 280.15, 'temp_max': 280.15}",,Takatsuki,,,"{'type': 1, 'id': 7962, 'message': 0.0036000000000000003, 'country': 'JP', 'sunrise': 1547330718, 'sunset': 1547366852}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]","{'speed': 4.6, 'deg': 50}"
199,stations,{'all': 88},200,"{'lon': -52.96, 'lat': 5.38}",1547397577.0,3380290.0,"{'temp': 299.701, 'pressure': 1024.99, 'humidity': 94, 'temp_min': 299.701, 'temp_max': 299.701, 'sea_level': 1026.33, 'grnd_level': 1024.99}",,Sinnamary,,,"{'message': 0.0035, 'country': 'GF', 'sunrise': 1547372730, 'sunset': 1547415360}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 4.01, 'deg': 70.0027}"
200,stations,{'all': 0},200,"{'lon': 173.16, 'lat': -35.17}",1547397798.0,2194098.0,"{'temp': 289.801, 'pressure': 1010.97, 'humidity': 98, 'temp_min': 289.801, 'temp_max': 289.801, 'sea_level': 1024.1, 'grnd_level': 1010.97}",,Ahipara,,,"{'message': 0.0035, 'country': 'NZ', 'sunrise': 1547314015, 'sunset': 1547365486}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.01, 'deg': 307.003}"
201,stations,{'all': 75},200,"{'lon': 32.42, 'lat': 34.97}",1547395200.0,146639.0,"{'temp': 284.9, 'pressure': 1004, 'humidity': 87, 'temp_min': 283.15, 'temp_max': 286.15}",,Tera,,,"{'type': 1, 'id': 6374, 'message': 0.0043, 'country': 'CY', 'sunrise': 1547355490, 'sunset': 1547391619}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 1, 'deg': 30}"
202,stations,{'all': 64},200,"{'lon': 172.79, 'lat': 3.07}",1547397798.0,2110227.0,"{'temp': 300.851, 'pressure': 1019.48, 'humidity': 100, 'temp_min': 300.851, 'temp_max': 300.851, 'sea_level': 1019.52, 'grnd_level': 1019.48}",,Butaritari,{'3h': 5.5925},,"{'message': 0.004, 'country': 'KI', 'sunrise': 1547318319, 'sunset': 1547361382}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 6.76, 'deg': 73.0027}"
203,stations,{'all': 90},200,"{'lon': 14.53, 'lat': 50.47}",1547395200.0,3070862.0,"{'temp': 277.13, 'pressure': 995, 'humidity': 94, 'temp_min': 276.15, 'temp_max': 278.15}",,Vidim,,,"{'type': 1, 'id': 6835, 'message': 0.0037, 'country': 'CZ', 'sunrise': 1547362660, 'sunset': 1547393048}",10000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 9.8, 'deg': 230}"
204,stations,{'all': 88},200,"{'lon': 167.69, 'lat': -46.13}",1547397799.0,2180815.0,"{'temp': 282.851, 'pressure': 1001.08, 'humidity': 100, 'temp_min': 282.851, 'temp_max': 282.851, 'sea_level': 1026.45, 'grnd_level': 1001.08}",,Tuatapere,,,"{'message': 0.0031000000000000003, 'country': 'NZ', 'sunrise': 1547313323, 'sunset': 1547368790}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.71, 'deg': 251.003}"
205,stations,{'all': 75},200,"{'lon': -52.33, 'lat': 4.94}",1547395200.0,3382160.0,"{'temp': 303.15, 'pressure': 1013, 'humidity': 58, 'temp_min': 303.15, 'temp_max': 303.15}",,Cayenne,,,"{'type': 1, 'id': 8669, 'message': 0.0036000000000000003, 'country': 'GF', 'sunrise': 1547372537, 'sunset': 1547415250}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.1, 'deg': 60}"
206,stations,{'all': 0},200,"{'lon': -71.34, 'lat': -29.95}",1547395200.0,3893629.0,"{'temp': 294.15, 'pressure': 1016, 'humidity': 60, 'temp_min': 294.15, 'temp_max': 294.15}",,Coquimbo,,,"{'type': 1, 'id': 8514, 'message': 0.006900000000000001, 'country': 'CL', 'sunrise': 1547373468, 'sunset': 1547423428}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.7, 'deg': 280}"
