,base,clouds,cod,coord,dt,id,main,message,name,rain,snow,sys,visibility,weather,wind
322,stations,{'all': 90},200,"{'lon': -72.53, 'lat': 48.84}",1547395200.0,6089179.0,"{'temp': 257.15, 'pressure': 1033, 'humidity': 71, 'temp_min': 257.15, 'temp_max': 257.15}",,Normandin,,,"{'type': 1, 'id': 901, 'message': 0.012100000000000001, 'country': 'CA', 'sunrise': 1547383150, 'sunset': 1547414355}",19312.0,"[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13d'}]","{'speed': 3.6, 'deg': 310}"
323,,,404,,,,,city not found,,,,,,,
324,stations,{'all': 75},200,"{'lon': 12.69, 'lat': 67.67}",1547396400.0,3137469.0,"{'temp': 268.79, 'pressure': 975, 'humidity': 100, 'temp_min': 265.15, 'temp_max': 273.15}",,Sorland,,,"{'type': 1, 'id': 1661, 'message': 0.0041, 'country': 'NO', 'sunrise': 1547372460, 'sunset': 1547384146}",10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]","{'speed': 10.8, 'deg': 340}"
325,stations,{'all': 56},200,"{'lon': 25.56, 'lat': 41.93}",1547395200.0,730435.0,"{'temp': 274.15, 'pressure': 1007, 'humidity': 64, 'temp_min': 274.15, 'temp_max': 274.15}",,Haskovo,,,"{'type': 1, 'id': 6363, 'message': 0.005200000000000001, 'country': 'BG', 'sunrise': 1547358229, 'sunset': 1547392177}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.1, 'deg': 180}"
326,stations,{'all': 48},200,"{'lon': 123.37, 'lat': 66.77}",1547397822.0,2012530.0,"{'temp': 244.426, 'pressure': 1035.05, 'humidity': 29, 'temp_min': 244.426, 'temp_max': 244.426, 'sea_level': 1044.49, 'grnd_level': 1035.05}",,Zhigansk,,,"{'message': 0.0039000000000000003, 'country': 'RU', 'sunrise': 1547344756, 'sunset': 1547358708}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2.31, 'deg': 145.003}"
327,,,404,,,,,city not found,,,,,,,
328,stations,{'all': 0},200,"{'lon': 97.53, 'lat': 50.6}",1547397822.0,1501377.0,"{'temp': 243.301, 'pressure': 820.24, 'humidity': 51, 'temp_min': 243.301, 'temp_max': 243.301, 'sea_level': 1068.77, 'grnd_level': 820.24}",,Kungurtug,,,"{'message': 0.0041, 'country': 'RU', 'sunrise': 1547342782, 'sunset': 1547373075}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.8599999999999999, 'deg': 292.003}"
329,stations,{'all': 0},200,"{'lon': -1.13, 'lat': 38.18}",1547395200.0,2517679.0,"{'temp': 288.44, 'pressure': 1023, 'humidity': 33, 'temp_min': 287.15, 'temp_max': 290.15}",,Fortuna,,,"{'type': 1, 'id': 6425, 'message': 0.004200000000000001, 'country': 'ES', 'sunrise': 1547364016, 'sunset': 1547399203}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.6, 'deg': 170}"
330,stations,{'all': 56},200,"{'lon': 45.34, 'lat': 2.04}",1547397823.0,53654.0,"{'temp': 299.676, 'pressure': 1025.8, 'humidity': 97, 'temp_min': 299.676, 'temp_max': 299.676, 'sea_level': 1025.8, 'grnd_level': 1025.8}",,Mogadishu,,,"{'message': 0.004200000000000001, 'country': 'SO', 'sunrise': 1547348818, 'sunset': 1547392075}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 10.31, 'deg': 64.5027}"
331,stations,{'all': 92},200,"{'lon': -53.46, 'lat': -33.69}",1547397823.0,3443061.0,"{'temp': 295.301, 'pressure': 1027.43, 'humidity': 100, 'temp_min': 295.301, 'temp_max': 295.301, 'sea_level': 1028.97, 'grnd_level': 1027.43}",,Chuy,{'3h': 1.0375},,"{'message': 0.0035, 'country': 'UY', 'sunrise': 1547368658, 'sunset': 1547419649}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 6.71, 'deg': 89.0027}"
332,stations,{'all': 68},200,"{'lon': 169.27, 'lat': -19.55}",1547397823.0,2136825.0,"{'temp': 298.776, 'pressure': 1015.91, 'humidity': 100, 'temp_min': 298.776, 'temp_max': 298.776, 'sea_level': 1017.86, 'grnd_level': 1015.91}",,Isangel,{'3h': 0.93},,"{'message': 0.008, 'country': 'VU', 'sunrise': 1547316930, 'sunset': 1547364450}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.51, 'deg': 111.003}"
333,stations,{'all': 0},200,"{'lon': 33.88, 'lat': -24.71}",1547397823.0,1040938.0,"{'temp': 307.376, 'pressure': 1012.27, 'humidity': 47, 'temp_min': 307.376, 'temp_max': 307.376, 'sea_level': 1018.18, 'grnd_level': 1012.27}",,Manjacaze,,,"{'message': 0.0033, 'country': 'MZ', 'sunrise': 1547348854, 'sunset': 1547397527}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.01, 'deg': 95.5027}"
334,stations,{'all': 90},200,"{'lon': -99.39, 'lat': 36.43}",1547396100.0,4556050.0,"{'temp': 272.38, 'pressure': 1032, 'humidity': 86, 'temp_min': 272.15, 'temp_max': 272.55}",,Woodward,,,"{'type': 1, 'id': 6275, 'message': 0.0036000000000000003, 'country': 'US', 'sunrise': 1547387330, 'sunset': 1547423065}",11265.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 1.5, 'deg': 30}"
335,stations,{'all': 75},200,"{'lon': -105.3, 'lat': 55.1}",1547395200.0,6050066.0,"{'temp': 262.15, 'pressure': 1024, 'humidity': 92, 'temp_min': 262.15, 'temp_max': 262.15}",,La Ronge,,,"{'type': 1, 'id': 949, 'message': 0.004, 'country': 'CA', 'sunrise': 1547392727, 'sunset': 1547420517}",19312.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 1.5, 'deg': 280}"
336,stations,{'all': 88},200,"{'lon': 120.09, 'lat': 27.79}",1547397824.0,6972233.0,"{'temp': 278.401, 'pressure': 976.36, 'humidity': 96, 'temp_min': 278.401, 'temp_max': 278.401, 'sea_level': 1039.02, 'grnd_level': 976.36}",,Wencheng,{'3h': 0.1575},,"{'message': 0.0034000000000000002, 'country': 'CN', 'sunrise': 1547333517, 'sunset': 1547371497}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 0.91, 'deg': 121.503}"
337,stations,{'all': 75},200,"{'lon': -124.81, 'lat': 49.24}",1547395200.0,6111632.0,"{'temp': 277.62, 'pressure': 1023, 'humidity': 100, 'temp_min': 277.15, 'temp_max': 278.15}",,Port Alberni,,,"{'type': 1, 'id': 896, 'message': 0.0028, 'country': 'CA', 'sunrise': 1547395785, 'sunset': 1547426822}",32186.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 0.86, 'deg': 359.503}"
338,stations,{'all': 48},200,"{'lon': -65.72, 'lat': 66.15}",1547397824.0,6096551.0,"{'temp': 241.851, 'pressure': 1011.62, 'humidity': 36, 'temp_min': 241.851, 'temp_max': 241.851, 'sea_level': 1032.94, 'grnd_level': 1011.62}",,Pangnirtung,,,"{'message': 0.0032, 'country': 'CA', 'sunrise': 1547389348, 'sunset': 1547404903}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 1.81, 'deg': 130.503}"
339,stations,{'all': 12},200,"{'lon': -10.85, 'lat': 7.99}",1547397824.0,2409663.0,"{'temp': 306.876, 'pressure': 992.98, 'humidity': 32, 'temp_min': 306.876, 'temp_max': 306.876, 'sea_level': 1022.6, 'grnd_level': 992.98}",,Daru,,,"{'message': 0.003, 'country': 'SL', 'sunrise': 1547362869, 'sunset': 1547405004}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 1.81, 'deg': 79.5027}"
340,stations,{'all': 68},200,"{'lon': 120.26, 'lat': -9.65}",1547397825.0,1622318.0,"{'temp': 296.026, 'pressure': 985.6, 'humidity': 100, 'temp_min': 296.026, 'temp_max': 296.026, 'sea_level': 1021.02, 'grnd_level': 985.6}",,Waingapu,,,"{'message': 0.0027, 'country': 'ID', 'sunrise': 1547329716, 'sunset': 1547375200}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 1.6099999999999999, 'deg': 294.503}"
341,stations,{'all': 0},200,"{'lon': -72.23, 'lat': -39.28}",1547395200.0,3868158.0,"{'temp': 295.15, 'pressure': 1016, 'humidity': 56, 'temp_min': 295.15, 'temp_max': 295.15}",,Villarrica,,,"{'type': 1, 'id': 8527, 'message': 0.0034000000000000002, 'country': 'CL', 'sunrise': 1547372289, 'sunset': 1547425025}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",{'speed': 1.5}
342,stations,{'all': 0},200,"{'lon': -68.93, 'lat': -22.46}",1547395200.0,3897347.0,"{'temp': 294.15, 'pressure': 1026, 'humidity': 30, 'temp_min': 294.15, 'temp_max': 294.15}",,Calama,,,"{'type': 1, 'id': 8480, 'message': 0.0032, 'country': 'CL', 'sunrise': 1547373802, 'sunset': 1547421942}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.6, 'gust': 9.8}"
343,stations,{'all': 0},200,"{'lon': -73.32, 'lat': -37.25}",1547395200.0,3899462.0,"{'temp': 296.15, 'pressure': 1016, 'humidity': 53, 'temp_min': 296.15, 'temp_max': 296.15}",,Arauco,,,"{'type': 1, 'id': 8499, 'message': 0.0111, 'country': 'CL', 'sunrise': 1547372887, 'sunset': 1547424953}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 1.5, 'deg': 290}"
344,stations,{'all': 20},200,"{'lon': -4.42, 'lat': 5.21}",1547395200.0,2290582.0,"{'temp': 304.15, 'pressure': 1009, 'humidity': 70, 'temp_min': 304.15, 'temp_max': 304.15}",,Jackville,,,"{'type': 1, 'id': 1162, 'message': 0.0028, 'country': 'CI', 'sunrise': 1547361062, 'sunset': 1547403723}",6000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 5.1, 'deg': 230}"
345,stations,{'all': 40},200,"{'lon': 42.96, 'lat': 41.96}",1547395200.0,610864.0,"{'temp': 280.15, 'pressure': 1007, 'humidity': 85, 'temp_min': 280.15, 'temp_max': 280.15}",,Khani,,,"{'type': 1, 'id': 8856, 'message': 0.0036000000000000003, 'country': 'GE', 'sunrise': 1547354060, 'sunset': 1547387992}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 1, 'deg': 340}"
346,stations,{'all': 80},200,"{'lon': 80.55, 'lat': 73.51}",1547397826.0,1507390.0,"{'temp': 255.926, 'pressure': 1013.4, 'humidity': 92, 'temp_min': 255.926, 'temp_max': 255.926, 'sea_level': 1013.85, 'grnd_level': 1013.4}",,Dikson,,,"{'message': 0.0032, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 13.91, 'deg': 178.503}"
347,stations,{'all': 80},200,"{'lon': 73.37, 'lat': 5.44}",1547397826.0,1337616.0,"{'temp': 301.051, 'pressure': 1025.8, 'humidity': 100, 'temp_min': 301.051, 'temp_max': 301.051, 'sea_level': 1025.89, 'grnd_level': 1025.8}",,Naifaru,,,"{'message': 0.0027, 'country': 'MV', 'sunrise': 1547342410, 'sunset': 1547385026}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.96, 'deg': 48.0027}"
348,stations,{'all': 80},200,"{'lon': 47.6, 'lat': -23.35}",1547397826.0,1054329.0,"{'temp': 295.701, 'pressure': 1005.14, 'humidity': 99, 'temp_min': 295.701, 'temp_max': 295.701, 'sea_level': 1029.21, 'grnd_level': 1005.14}",,Vangaindrano,{'3h': 4.9725},,"{'message': 0.0031000000000000003, 'country': 'MG', 'sunrise': 1547345719, 'sunset': 1547394076}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 0.96, 'deg': 282.003}"
349,stations,{'all': 0},200,"{'lon': 25.95, 'lat': 35.03}",1547397826.0,261814.0,"{'temp': 286.376, 'pressure': 1018.59, 'humidity': 100, 'temp_min': 286.376, 'temp_max': 286.376, 'sea_level': 1023.58, 'grnd_level': 1018.59}",,Koutsouras,,,"{'message': 0.007200000000000001, 'country': 'GR', 'sunrise': 1547357052, 'sunset': 1547393164}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.8100000000000005, 'deg': 304.503}"
350,,,404,,,,,city not found,,,,,,,
351,stations,{'all': 88},200,"{'lon': 76.11, 'lat': 61.04}",1547395200.0,1499053.0,"{'temp': 264.15, 'pressure': 1011, 'humidity': 78, 'temp_min': 264.15, 'temp_max': 264.15}",,Megion,,,"{'type': 1, 'id': 8986, 'message': 0.0032, 'country': 'RU', 'sunrise': 1547351672, 'sunset': 1547374477}",9000.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 7, 'deg': 200}"
352,stations,{'all': 36},200,"{'lon': -24.5, 'lat': 14.9}",1547397827.0,3374210.0,"{'temp': 296.426, 'pressure': 1016.32, 'humidity': 90, 'temp_min': 296.426, 'temp_max': 296.426, 'sea_level': 1028.11, 'grnd_level': 1016.32}",,Sao Filipe,,,"{'message': 0.0027, 'country': 'CV', 'sunrise': 1547366819, 'sunset': 1547407611}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 5.5600000000000005, 'deg': 32.0027}"
353,stations,{'all': 80},200,"{'lon': 63.78, 'lat': 67.55}",1547397827.0,1486910.0,"{'temp': 256.926, 'pressure': 982.6, 'humidity': 82, 'temp_min': 256.926, 'temp_max': 256.926, 'sea_level': 1003.92, 'grnd_level': 982.6}",,Komsomolskiy,,,"{'message': 0.0037, 'country': 'RU', 'sunrise': 1547360055, 'sunset': 1547372021}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.66, 'deg': 171.503}"
354,stations,{'all': 75},200,"{'lon': -22.43, 'lat': 63.84}",1547397000.0,3416888.0,"{'temp': 271.57, 'pressure': 1014, 'humidity': 68, 'temp_min': 271.15, 'temp_max': 272.15}",,Grindavik,,,"{'type': 1, 'id': 90, 'message': 0.0034000000000000002, 'country': 'IS', 'sunrise': 1547377004, 'sunset': 1547396460}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 1.5, 'deg': 360}"
355,stations,{'all': 80},200,"{'lon': 31.9, 'lat': 54.43}",1547397827.0,525426.0,"{'temp': 270.251, 'pressure': 978.95, 'humidity': 92, 'temp_min': 270.251, 'temp_max': 270.251, 'sea_level': 1003.96, 'grnd_level': 978.95}",,Sobolevo,,,"{'message': 0.0036000000000000003, 'country': 'RU', 'sunrise': 1547359606, 'sunset': 1547387764}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 6.91, 'deg': 191.503}"
356,stations,{'all': 24},200,"{'lon': 129, 'lat': -3.31}",1547397828.0,1651591.0,"{'temp': 301.751, 'pressure': 1019.56, 'humidity': 100, 'temp_min': 301.751, 'temp_max': 301.751, 'sea_level': 1020.17, 'grnd_level': 1019.56}",,Amahai,,,"{'message': 0.0034000000000000002, 'country': 'ID', 'sunrise': 1547328229, 'sunset': 1547372494}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 4.8100000000000005, 'deg': 306.003}"
357,stations,{'all': 8},200,"{'lon': 5.47, 'lat': 10.4}",1547397828.0,2334008.0,"{'temp': 302.251, 'pressure': 990.06, 'humidity': 42, 'temp_min': 302.251, 'temp_max': 302.251, 'sea_level': 1022.64, 'grnd_level': 990.06}",,Kontagora,,,"{'message': 0.0036000000000000003, 'country': 'NG', 'sunrise': 1547359183, 'sunset': 1547400855}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]","{'speed': 1.21, 'deg': 289.003}"
358,stations,{'all': 0},200,"{'lon': -49.66, 'lat': -22.21}",1547397828.0,3462580.0,"{'temp': 306.701, 'pressure': 961.93, 'humidity': 55, 'temp_min': 306.701, 'temp_max': 306.701, 'sea_level': 1024.22, 'grnd_level': 961.93}",,Garca,,,"{'message': 0.0027, 'country': 'BR', 'sunrise': 1547369203, 'sunset': 1547417289}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.01, 'deg': 227.003}"
359,stations,{'all': 92},200,"{'lon': 20.25, 'lat': 31.67}",1547397828.0,81604.0,"{'temp': 285.376, 'pressure': 1009.68, 'humidity': 54, 'temp_min': 285.376, 'temp_max': 285.376, 'sea_level': 1030.14, 'grnd_level': 1009.68}",,Suluq,,,"{'message': 0.0045000000000000005, 'country': 'LY', 'sunrise': 1547357963, 'sunset': 1547394988}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 5.06, 'deg': 286.003}"
360,,,404,,,,,city not found,,,,,,,
361,stations,{'all': 0},200,"{'lon': -3.5300000000000002, 'lat': 18.9}",1547397829.0,2460954.0,"{'temp': 293.426, 'pressure': 996.79, 'humidity': 15, 'temp_min': 293.426, 'temp_max': 293.426, 'sea_level': 1030.75, 'grnd_level': 996.79}",,Araouane,,,"{'message': 0.0032, 'country': 'ML', 'sunrise': 1547362194, 'sunset': 1547402169}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.06, 'deg': 29.0027}"
362,stations,{'all': 75},200,"{'lon': 49.41, 'lat': 30.89}",1547395200.0,118805.0,"{'temp': 288.63, 'pressure': 1016, 'humidity': 67, 'temp_min': 288.15, 'temp_max': 289.15}",,Ramshir,,,"{'type': 1, 'id': 7440, 'message': 0.0035, 'country': 'IR', 'sunrise': 1547350864, 'sunset': 1547388086}",8000.0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]","{'speed': 4.1, 'deg': 180}"
363,stations,{'all': 90},200,"{'lon': -81.24, 'lat': 32.3}",1547396700.0,4218882.0,"{'temp': 284.95, 'pressure': 1020, 'humidity': 96, 'temp_min': 278.85, 'temp_max': 290.15}",,Rincon,{'1h': 0.67},,"{'type': 1, 'id': 5775, 'message': 0.0354, 'country': 'US', 'sunrise': 1547382401, 'sunset': 1547419278}",16093.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 5.1, 'deg': 310}"
364,stations,{'all': 24},200,"{'lon': 41.19, 'lat': 43.95}",1547397829.0,505539.0,"{'temp': 266.376, 'pressure': 854.77, 'humidity': 85, 'temp_min': 266.376, 'temp_max': 266.376, 'sea_level': 1021.14, 'grnd_level': 854.77}",,Pregradnaya,,,"{'message': 0.0039000000000000003, 'country': 'RU', 'sunrise': 1547354847, 'sunset': 1547388056}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 0.61, 'deg': 104.503}"
365,stations,{'all': 56},200,"{'lon': 24.28, 'lat': -17.5}",1547397829.0,877178.0,"{'temp': 295.001, 'pressure': 911.03, 'humidity': 90, 'temp_min': 295.001, 'temp_max': 295.001, 'sea_level': 1017.86, 'grnd_level': 911.03}",,Katima Mulilo,{'3h': 4.475},,"{'message': 0.0296, 'country': 'NA', 'sunrise': 1547351964, 'sunset': 1547399031}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]","{'speed': 1.16, 'deg': 7.50266}"
366,stations,{'all': 75},200,"{'lon': -54.98, 'lat': 5.06}",1547395200.0,3384482.0,"{'temp': 297.15, 'pressure': 1014, 'humidity': 94, 'temp_min': 297.15, 'temp_max': 297.15}",,Brokopondo,,,"{'type': 1, 'id': 8663, 'message': 0.0046, 'country': 'SR', 'sunrise': 1547373184, 'sunset': 1547415875}",6000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 4.6, 'deg': 60}"
367,stations,{'all': 80},200,"{'lon': 103.64, 'lat': -3.75}",1547397830.0,1638775.0,"{'temp': 295.526, 'pressure': 1011.86, 'humidity': 97, 'temp_min': 295.526, 'temp_max': 295.526, 'sea_level': 1023.37, 'grnd_level': 1011.86}",,Payo,,,"{'message': 0.0032, 'country': 'ID', 'sunrise': 1547334275, 'sunset': 1547378624}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 1.4100000000000001, 'deg': 300.003}"
368,stations,{'all': 80},200,"{'lon': -40.06, 'lat': -15.65}",1547397830.0,3460622.0,"{'temp': 303.801, 'pressure': 980.41, 'humidity': 48, 'temp_min': 303.801, 'temp_max': 303.801, 'sea_level': 1026.01, 'grnd_level': 980.41}",,Itarantim,,,"{'message': 0.0032, 'country': 'BR', 'sunrise': 1547367605, 'sunset': 1547414281}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 4.86, 'deg': 101.503}"
369,stations,{'all': 20},200,"{'lon': -86.25, 'lat': 43.23}",1547394960.0,5003132.0,"{'temp': 269.78, 'pressure': 1031, 'humidity': 62, 'temp_min': 269.25, 'temp_max': 270.35}",,Muskegon,,,"{'type': 1, 'id': 4912, 'message': 0.003, 'country': 'US', 'sunrise': 1547385289, 'sunset': 1547418801}",16093.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 4.6, 'deg': 60}"
370,,,404,,,,,city not found,,,,,,,
371,stations,{'all': 32},200,"{'lon': 100.46, 'lat': 38.94}",1547397831.0,1785036.0,"{'temp': 256.276, 'pressure': 836.45, 'humidity': 82, 'temp_min': 256.276, 'temp_max': 256.276, 'sea_level': 1054.22, 'grnd_level': 836.45}",,Zhangye,,,"{'message': 0.006900000000000001, 'country': 'CN', 'sunrise': 1547339759, 'sunset': 1547374685}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 1.31, 'deg': 356.503}"
372,stations,{'all': 0},200,"{'lon': 45.03, 'lat': 12.79}",1547397683.0,415189.0,"{'temp': 298.251, 'pressure': 1028.72, 'humidity': 100, 'temp_min': 298.251, 'temp_max': 298.251, 'sea_level': 1029.13, 'grnd_level': 1028.72}",,Aden,,,"{'message': 0.0036000000000000003, 'country': 'YE', 'sunrise': 1547349920, 'sunset': 1547391125}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.5600000000000005, 'deg': 85.0027}"
373,stations,{'all': 40},200,"{'lon': 8.53, 'lat': 39.17}",1547396400.0,2525362.0,"{'temp': 284.6, 'pressure': 1015, 'humidity': 71, 'temp_min': 284.15, 'temp_max': 285.15}",,Carbonia,,,"{'type': 1, 'id': 6720, 'message': 0.0046, 'country': 'IT', 'sunrise': 1547361854, 'sunset': 1547396727}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 7.7, 'deg': 330}"
374,stations,{'all': 0},200,"{'lon': -8.45, 'lat': 37.14}",1547395200.0,2267254.0,"{'temp': 289.15, 'pressure': 1026, 'humidity': 44, 'temp_min': 289.15, 'temp_max': 289.15}",,Lagoa,,,"{'type': 1, 'id': 6892, 'message': 0.0557, 'country': 'PT', 'sunrise': 1547365614, 'sunset': 1547401119}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.6, 'deg': 110}"
375,stations,{'all': 32},200,"{'lon': 178.42, 'lat': 69.38}",1547397831.0,2123814.0,"{'temp': 245.101, 'pressure': 1036.26, 'humidity': 100, 'temp_min': 245.101, 'temp_max': 245.101, 'sea_level': 1039.38, 'grnd_level': 1036.26}",,Leningradskiy,,,"{'message': 0.0047, 'country': 'RU', 'sunrise': 1547338017, 'sunset': 1547339020}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 3.61, 'deg': 60.5027}"
376,stations,{'all': 92},200,"{'lon': 115.25, 'lat': -2.42}",1547397831.0,1651461.0,"{'temp': 295.676, 'pressure': 1017.7, 'humidity': 98, 'temp_min': 295.676, 'temp_max': 295.676, 'sea_level': 1022.89, 'grnd_level': 1017.7}",,Amuntai,{'3h': 4.735},,"{'message': 0.0046, 'country': 'ID', 'sunrise': 1547331614, 'sunset': 1547375711}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 0.66, 'deg': 99.0027}"
377,stations,{'all': 68},200,"{'lon': 153.71, 'lat': 67.46}",1547397832.0,2121025.0,"{'temp': 242.051, 'pressure': 1030.18, 'humidity': 36, 'temp_min': 242.051, 'temp_max': 242.051, 'sea_level': 1042.02, 'grnd_level': 1030.18}",,Srednekolymsk,,,"{'message': 0.0041, 'country': 'RU', 'sunrise': 1547338402, 'sunset': 1547350496}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.41, 'deg': 251.503}"
378,stations,{'all': 90},200,"{'lon': 1.6099999999999999, 'lat': 42.97}",1547395200.0,3018174.0,"{'temp': 284.15, 'pressure': 1023, 'humidity': 76, 'temp_min': 284.15, 'temp_max': 284.15}",,Foix,,,"{'type': 1, 'id': 6513, 'message': 0.0041, 'country': 'FR', 'sunrise': 1547364161, 'sunset': 1547397744}",10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 8.2, 'deg': 280, 'gust': 13.4}"
379,stations,{'all': 20},200,"{'lon': 13.79, 'lat': 43.18}",1547394600.0,3170073.0,"{'temp': 279.15, 'pressure': 1009, 'humidity': 75, 'temp_min': 279.15, 'temp_max': 279.15}",,Porto San Giorgio,,,"{'type': 1, 'id': 6775, 'message': 0.0031000000000000003, 'country': 'IT', 'sunrise': 1547361277, 'sunset': 1547394781}",8000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",{'speed': 0.5}
380,stations,{'all': 75},200,"{'lon': -34.84, 'lat': -6.97}",1547395200.0,3404558.0,"{'temp': 303.15, 'pressure': 1013, 'humidity': 62, 'temp_min': 303.15, 'temp_max': 303.15}",,Cabedelo,,,"{'type': 1, 'id': 8391, 'message': 0.0036000000000000003, 'country': 'BR', 'sunrise': 1547367213, 'sunset': 1547412172}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.7, 'deg': 70}"
